,Unnamed: 0,Name,Location,Type,Website,Specialities,Size_least,Size_Max,Founded,Status,Followers on Stack Overflow,Link,num_Type,num_Specialities,num_Location
39,39,IT Sonix Custom Development GmbH,Leipzig,"Software Development / Engineering,Software Consulting,Agile Software Development",https://itsonix.eu/,"c#,user-interface,angular,user-experience,devops,vue,azure,javascript,docker,.net,boot,kubernetes,spring,agile,aws,react,java,core",51.0,200.0,2011.0,Private,65.0,https://stackoverflow.com/jobs/companies/it-sonix-custom-development-gmbh?c=OPeQpiKN9ya0WaVq&pg=4,3,18,1
40,40,Smals,Sint-Gillis;Brussel;Charleroi,"Cloud Computing,Software Development,Information Technology",http://www.smals.be/jobs,".net,bpmn,xml,soa,java,cisco,postgresql,maven,jboss,windows,php,symfony,apache,sharepoint,sql,cloud,javascript,oracle,solaris,eclipse,git,openshift,c#,juniper,linux,redhat",1000.0,5000.0,1939.0,Private,79.0,https://stackoverflow.com/jobs/companies/smals?c=CmvUdYAlJ4m4U7M4&pg=5,3,26,3
41,41,Novo Nordisk A/S,Plainsboro Township;Denmark;Bengaluru,"Manufacturing,Pharmaceuticals",https://talent.stackoverflow.com/company/novo-nordisk-a-s,"angular,azure,cicd,cypress,android,sql,javascript,mysql,azure-devops,node.js,jquery,vue.js,rest,.net-core,css,mongodb,c#,ios,html,amazon-web-services,python",10000.0,,1923.0,Public,237.0,https://stackoverflow.com/jobs/companies/novo-nordisk-a-s?c=OzrKOzg86PjvTctO&pg=5,2,21,3
42,42,MaibornWolff GmbH,Berlin;München;Tunis,"Software Development / Engineering,Agile Software Development,Test Automation",https://www.maibornwolff.de/en/career/?mtm_campaign=stackoverflow-profile,"swift,angular,nodejs,flutter,backend,dart,react,java,android,cloud,typescript,javascript,spring,kotlin,mobile,scrum,vue.js,spring-boot,junit,cucumber,ios,kanban,testing,datenbanken",501.0,1000.0,1989.0,Private,109.0,https://stackoverflow.com/jobs/companies/maibornwolff-gmbh?c=ONYh8c2CcMaoteuI&pg=5,3,24,3
43,43,KVK,Utrecht,Government,https://werkenbij.kvk.nl/vitale-it,"java-17,swagger,angular,nodejs,azure,.net,gitlab,babel,rancher,terraform,react,java,cicd,sql,mobilefirstdesign,typescript,javascript,webpack,docker,azurenetworking,kotlin,selenium,kubernetes,soap,devops,apis,bizzdesign,rest,cucumber,css,c#,quarkus,aks,jest,html,graphql,openapi",1000.0,5000.0,1803.0,Public,3.0,https://stackoverflow.com/jobs/companies/kvk?c=OSEnnFAXyfwQ2yHu&pg=5,1,37,1
44,44,itm8,Dumaguete;Bromma;Praha 13,Information Technology,https://www.itm8.com/,"dynamics-crm,azure-application-insight,oracleforms,angular,azure,powershell,.net,reactjs,azureservicebus,dynamics-al,azure-cognitive-services,java,sql-server,postgresql,azure-cosmosdb,azure-active-directory,microsoft365,sql,c++,javascript,oracle-soa,oracle,mysql,xunit,azure-devops,azure-eventhub,azure-appservice,f#,azure-keyvault,azure-api-management,mariadb,azure-logic-apps,microfocus,c#,azure-sql-server,weblogic,dynamics-business-central,zabbix,python",1000.0,5000.0,2003.0,Private,59.0,https://stackoverflow.com/jobs/companies/itm8?c=OQBsoEi3Iej8YJeE&pg=5,1,39,3
45,45,ZEISS Group,Budapest;Miskolc;Bengaluru,"Machine Learning,Virtual Reality,Medical Devices",http://www.zeiss.de/karriere,"c#,swift,angular,c++,typescript,azure,javascript,cuda,qt,artificial-intelligence,reactjs,unity3d,go,c,python,machine-learning,matlab,tensorflow",10000.0,,1846.0,Private,149.0,https://stackoverflow.com/jobs/companies/zeiss-group?c=wSZsZcs7hw9jnaco&pg=5,3,18,3
46,46,MetLife,Hanover;Bridgewater;New York,"Financial Services,Insurance",https://jobs.metlife.com,"jupyter,adobe,angular,anaconda,apex,azure,.net,terraform-provider-azure,ping,terraform,db2,java,sql-server,postgresql,hadoop,azure-cosmosdb,redis,apache,aem,sql,typescript,javascript,docker,oracle,spring,azure-devops,kubernetes,node.js,hbase,apache-spark,apache-kafka,git,express,mongodb,salesforce,c#,azure-synapse,hive,django,identity-management,oauth,github,python,ionic-framework",10000.0,,1868.0,Public,46.0,https://stackoverflow.com/jobs/companies/metlife?c=OR5FXQpvLL4GQMDe&pg=5,2,44,3
47,47,Thermo Fisher Scientific Careers,Singapore;Hyderabad;Bengaluru,"Science,Pharmaceuticals,Biotechnology",https://jobs.thermofisher.com/global/en/c/it-jobs?rx_source=stackoverflow&rx_vp=jobslots&rx_c=&rx_campaign=&rx_ad=&rx_medium=post&rx_paid=1&rx_ch=jobpost&utm_source=stackoverflow-jobslots&utm_medium=jobpost&utm_campaign=profile&=&=&=,"analytics,sql,azure,javascript,encoding,jquery,artificial-intelligence,robotics,sap,data-science,computer-science,amazon-web-services,python",10000.0,,1956.0,Public,275.0,https://stackoverflow.com/jobs/companies/thermo-fisher-scientific-careers?c=OIpMsz4sm9qmJpni&pg=5,3,13,3
48,48,Synopsys Inc.,Sunnyvale,"Semiconductors,Information Technology",https://ad.doubleclick.net/ddm/clk/564350394;373335449;p?https://www.synopsys.com/careers.html?utm_source=stackoverflow.com&utm_medium=profile&utm_campaign=2023_Growth_Markets&utm_content=niche_site&utm_term=373335449&ss=paid,"c#,spice,system-verilog,c++,verilog,framemaker,tcl,icc,vhdl,hbm,dita,uvm,apr,unix,java,c,python,dft",10000.0,,1986.0,Public,29.0,https://stackoverflow.com/jobs/companies/synopsys-inc?c=OS476eEpSOBMATqo&pg=5,2,18,1
49,49,Contentful,Berlin;Denver,Software Development,https://www.contentful.com/,"node.js,ruby,swift,golang,typescript,javascript,mks,terraform,amazon-web-services,java,postgresql,kubernetes",501.0,1000.0,2013.0,VC Funded,118.0,https://stackoverflow.com/jobs/companies/contentful-gmbh?c=OPkT7xzSLsjwvMNW&pg=5,1,12,2
50,50,MongoDB,Gurugram;Paris;Barcelona,"Enterprise Software,Computer Software,Databases",https://www.mongodb.com/,"swift,mongodb-query,rust,c++,typescript,javascript,mongoose,.net,reactjs,dart,kotlin,c++17,java,python,go,mongodb",1000.0,5000.0,2007.0,Public,423.0,https://stackoverflow.com/jobs/companies/mongodb?c=ONhY8wgYVr5PrXl6&pg=6,3,16,3
51,51,eBay,Luxembourg;Netanya;Kleinmachnow,"eCommerce,Internet Marketing",https://jobs.ebayinc.com/us/en/c/engineering-jobs,"node.js,hbase,backbone.js,riak,cc++,objective-c,javascript,marko,jquery,jenkins,cocoa,css3,cassandra,java,c,python,hadoop,html5",10000.0,,1995.0,Public,287.0,https://stackoverflow.com/jobs/companies/ebay?c=8z4rkBn4OfAvrhqo&pg=6,2,18,3
52,52,PayPay Corporation.,No office location,Financial Technology,https://about.paypay.ne.jp/career/en/,"swift,elasticsearch,tidb,java,redis,android,typescript,kibana,javascript,jira,load-balancing,kotlin,rds,jenkins,kubernetes,restfulapi,spring-boot,scramble,apache-kafka,agile,git,aurora,ios,scala,datadog,microservices,github,amazon-web-services,python,go",1000.0,5000.0,2018.0,Private,500.0,https://stackoverflow.com/jobs/companies/paypay-corporation?c=LGtoLAjXBXIvlu6c&pg=6,1,30,1
53,53,CGI (Canada),Stratford;Halifax;Moncton,"Business Process Outsourcing,IT Consulting,System Integration",https://www.cgi.com/canada/en-ca,"continuous-deployment,angular,azure,sap,.net,terraform,java,sql-server,ansible,php,google-cloud-platform,cloud,javascript,spring,magento,bigdata,cloudformation,devops,powerbi,crm,wordpress,sre,arm,devsecops,angularjs,view,amazon-web-services,python,oracle-cloud-infrastructu",10000.0,,1976.0,Private,77.0,https://stackoverflow.com/jobs/companies/cgi-canada?c=OQ1c7dlw2No5x3Xy&pg=6,3,29,3
54,54,AVIV Group GmbH,Berlin;Nürnberg;Hamburg,"Real Estate,Cloud-Based Solutions,Ad Tech",https://www.aviv-group.com/,"publish-subscribe,celery,terraform,java,postgresql,ansible,redis,android,google-cloud-platform,sql,typescript,docker,javascript,github-actions,rabbitmq,circleci,gitlab-ci,jenkins,kubernetes,.net-6.0,node.js,fetch-api,flask,.net-core,nosql,c#,ios,scala,algolia,datadog,amazon-web-services,python",1000.0,5000.0,2021.0,Private,44.0,https://stackoverflow.com/jobs/companies/aviv-group-gmbh?c=OPwYy1e3ZgCxF0yY&pg=6,3,32,3
55,55,Bloomberg LP,London;Hong Kong Island;New York,"Financial Technology,Data & Analytics,News",https://www.bloomberg.com/engineering,"elasticsearch,ruby-on-rails,nlp,angular,.net,perl,java,postgresql,machine-learning,hadoop,tensorflow,ansible,php,apache,redis,android,sql,c++,cloud,typescript,javascript,docker,go,mysql,chef,kubernetes,bigdata,solr,node.js,hbase,lucene,apache-spark,haskell,apache-kafka,openstack,c,html5,c#,ruby,ios,open-source,scala,linux,python,puppet",10000.0,,1981.0,Private,365.0,https://stackoverflow.com/jobs/companies/bloomberg?c=3NdBKWpogs5Te1LW&pg=6,3,45,3
56,56,FINN,München,"Mobility,Agile Software Development,Automotive",https://www.finn.com/en-US/careers?utm_source=stackoverflow&utm_medium=company_profile,"node.js,serverless-framework,express,confluence,react-hooks,typescript,webpack,jira,flask,gitlab,reactjs,serverless,postman,amazon-web-services,python,go",201.0,500.0,2019.0,VC Funded,738.0,https://stackoverflow.com/jobs/companies/finn?c=MoDdZTBXzfccxfq0&pg=6,3,16,1
57,57,Workleap,Montreal,Computer Software,https://www.workleap.com,"solid-principles,framer-motion,azure,powershell,.net,asp.net,cqrs,babeljs,redux,typescript,docker,webpack,yarnpkg,azure-devops,kubernetes,node.js,domain-driven-design,.net-core,git,mongodb,jestjs,c#,sass,wpf,event-sourcing,react-hooks,css-in-js,teamcity",201.0,500.0,2006.0,Private,122.0,https://stackoverflow.com/jobs/companies/workleap?c=OHJtsTiP4OlNI8dG&pg=6,1,28,1
58,58,Northwestern Medicine,Chicago,Healthcare,https://www.nm.org/,"angular,azure,.net,asp.net,services,react,sharepoint,android,sql,framework,javascript,web,databricks,powerbi,devops,wcf,net,jquery,rest,agile,sitecore,css,c#,ios,api,razor,html,core",10000.0,,,Public,50.0,https://stackoverflow.com/jobs/companies/northwestern-medicine?c=OQvpGpsY6k9Dp7m8&pg=6,1,28,1
59,59,Abbott,California;Orlando;Bend,Healthcare,https://www.abbott.com,"infrastructure-as-code,swift,reactjs,oauth-2.0,terraform,java,ansible,android,sql,c++,cloud,objective-c,javascript,docker,security,nativescript,kotlin,message-queue,openid,kubernetes,c,d3.js,elastic-stack,ios,react-native,microservices,amazon-web-services,python,go",10000.0,,1888.0,Public,181.0,https://stackoverflow.com/jobs/companies/abbott?c=OH3atdxbNtheGR44&pg=6,1,29,3
60,60,Google,Mountain View,"Internet Infrastructure,Cloud Services,Android",https://goo.gle/3DdfDhU,"swift,rust,android,cloud,c++,objective-c,javascript,algorithm,artificial-intelligence,deep-learning,go,angularjs,kotlin,data-structures,java,python,machine-learning,tensorflow",10000.0,,1998.0,Public,1800.0,https://stackoverflow.com/jobs/companies/google?c=9eoZRYLs2gCqYkfe&pg=7,3,18,1
61,61,EMBL-EBI (EMBL's European Bioinformatics Institute),Hinxton,"Big Data,Data Science,Life Sciences",https://www.ebi.ac.uk/careers,"elasticsearch,angular,gitlab,reactjs,java,google-cloud-platform,javascript,docker,oracle,spring,mysql,jenkins,kubernetes,solr,node.js,postgresql-9.1,lucene,apache-spark,drupal,clickhouse,mongodb,scala,tomcat,wordpress,servicenow,github,amazon-web-services,python",501.0,1000.0,1992.0,Public,42.0,https://stackoverflow.com/jobs/companies/embl-ebi-embls-european-bioinformatics-institute?c=OOQFylsqHVxYDJpm&pg=7,3,28,1
62,62,Siemens AG,München,Industrial Automation,https://www.siemens.com/global/en/company/jobs.html ,"data-distribution-service,embedded-linux,angular,http,azure,gitlab,reactjs,java,machine-learning,cicd,rust,c++,cloud,typescript,javascript,security,docker,mqtt,kubernetes,rest,real-time,opc-ua,c,c#,node-red,python,iot,artificial-intelligence,github,vmware,amazon-web-services,industrial,go",10000.0,,1847.0,,161.0,https://stackoverflow.com/jobs/companies/siemens-ag?c=OQZDfBAq9QVbhaKI&pg=7,1,33,1
63,63,Redgate Software,Cambridge,"DevOps,Computer Software,Databases",https://www.red-gate.com/,"c#,dapr,ceph,sql,typescript,javascript,docker,.net,reactjs,agile,asp.net-mvc,java,kubernetes",201.0,500.0,1999.0,Private,121.0,https://stackoverflow.com/jobs/companies/redgate-software?c=1wKxyoXYgl52yDIc&pg=7,3,13,1
64,64,Amperity,Seattle;London;New York,Customer Data Platform,https://amperity.com/,"node.js,scala,apache-spark,apache-kafka,clojure,reactjs,clojurescript,python,kubernetes",201.0,500.0,2015.0,Private,30.0,https://stackoverflow.com/jobs/companies/amperity?c=ORS1FL0eF0iLrFFm&pg=7,1,9,3
65,65,Equinor,Chao Yang Qu;Hoàn Kiếm;New Delhi,"Energy & Utilities,Oil & Gas,Green Energy",https://www.equinor.com/,"c#,devops,sql,c++,typescript,data-science,javascript,azure,linux,java,c,python,bigdata,windows",10000.0,,1972.0,Private,21.0,https://stackoverflow.com/jobs/companies/equinor?c=ORFWfhm3rbZKirUk&pg=7,3,14,3
66,66,SMS plc,Glasgow;Pontprennau;Doncaster,"Smart Grid,Energy & Utilities,Smart Home",https://www.sms-plc.com,"c#,sql,azure,javascript,docker,pandas,numpy,flask,jenkins,django,git,amazon-web-services,java,python",1000.0,5000.0,1995.0,Public,77.0,https://stackoverflow.com/jobs/companies/sms-plc?c=OMZPZNNI5IDiJ7Hy&pg=7,3,14,3
67,67,Cloudflight,Cluj-Napoca;Wrocław;Wien,"Software Development,Artificial Intelligence,Software Consulting",https://www.cloudflight.io/en/career/,"swagger,angular,lua,azure,bash,reactjs,java,postgresql,php,google-cloud-platform,c++,typescript,javascript,docker,kotlin,rabbitmq,mysql,grafana,kubernetes,vue.js,spring-boot,c,mariadb,openshift,c#,teamcity,amazon-web-services,python,go",501.0,1000.0,,Private,156.0,https://stackoverflow.com/jobs/companies/cloudflight?c=OMduhTcZctpe8eFq&pg=7,3,29,3
68,68,Next ,Colombo;Armthorpe;Leicester,"Marketing,Retail,Information Technology",https://careers.next.co.uk/#en/sites/CX_3001/pages/26002/?lastSelectedFacet=CATEGORIES&selectedCategoriesFacet=300000002304727,"mainframe,msbi,azure,.net,reactjs,azureservicebus,terraform,cicd,cypress,azure-cosmosdb,sql,typescript,javascript,docker,selenium,kubernetes,node.js,databricks,.net-core,git,material-ui,css,c#,html",10000.0,,1982.0,Public,170.0,https://stackoverflow.com/jobs/companies/next?c=OLl5RJNaHk1DXJKM&pg=7,3,24,3
69,69,Federal Bureau of Investigation (FBI),Kapolei;Anchorage;San Francisco,"Cybersecurity,Government,Information Technology",https://fbijobs.gov/,"arcgis,perl,bash,asp.net,java,matlab,hadoop,nutanix,php,sharepoint,sql,c++,docker,javascript,oracle,r,jenkins,kubernetes,cyber-ark,chef-infra,hyper-v,amazon-ec2,splunk,git,css,ruby,docker-compose,tableau-api,linux,html,python,puppet,palantir-foundry",10000.0,,1908.0,Public,173.0,https://stackoverflow.com/jobs/companies/federal-bureau-of-investigation?c=OQ7ePsaBEHxB6FQ4&pg=7,3,33,3
70,70,WebBeds Tech,Iași;Bangkok;Dubai,"B2B Trade,Online Travel,Travel & Tourism",https://webbeds.jobsoid.com/,"c#,php,web-services,laravel,.net,microservices,kubernetes,oop,mysql,amazon-web-services,go,json",1000.0,5000.0,2013.0,Public,120.0,https://stackoverflow.com/jobs/companies/webbeds-tech?c=ONbVqhrTjwWjSlsA&pg=8,3,12,3
71,71,Caterpillar Inc.,Geneva;Bengaluru;Chennai,"Internet of Things,Manufacturing,Software Development / Engineering",http://www.caterpillar.com,"elasticsearch,adobe,angular,nlp,amazon-s3,reactjs,amazon-emr,e-commerce,java,amazon-aurora,machine-learning,hadoop,aem,amazon-redshift,sql,computer-vision,javascript,docker,oracle,spring,alteryx,apigee,mysql,natural-language-processi,r,azure-devops,kubernetes,bigdata,amazon-athena,apache-spark,amazon-ec2,snowflake-cloud-data-plat,amazon-dynamodb,spring-boot,rest,akka,apache-kafka,elk,aws-iot,amazon-kinesis,salesforce,scala,aws-lambda,amazon-rds,tableau-api,iot,microservices,aws-glue,amazon-web-services,python",10000.0,,,Public,310.0,https://stackoverflow.com/jobs/companies/caterpillar-inc?c=OIdH25qh8l7lAbCg&pg=8,3,50,3
72,72,Ford Motor Company,Palo Alto;Detroit;Dearborn,"Transportation,Software Development / Engineering,Automotive",https://corporate.ford.com/home.html,"user-experience,web-development-server,.net,xml,shell,backend,java,sql,c++,javascript,scrum,node.js,frontend,rally,web-applications,agile,git,c,css,html5,c#,ruby,database,agile-project-management,web-services,linux,html,programming,python",10000.0,,1903.0,Public,449.0,https://stackoverflow.com/jobs/companies/ford-motor-company?c=OGsUbMAE82mbfbMY&pg=8,3,29,3
73,73,JPMorgan Chase & Co.,Mumbai;Hyderabad;Bengaluru,Financial Services,https://careers.jpmorgan.com/us/en/our-businesses/technology,"nlp,neural-network,java,software-design,infrastructure,machine-learning,sql,cloud,c++,data-science,javascript,mobile,natural-language-processi,bigdata,devops,deep-learning,microservices,artificial-intelligence,processing,python",10000.0,,1799.0,Public,733.0,https://stackoverflow.com/jobs/companies/jpmorgan-chase-co?c=NjWXyu9b3NnEguru&pg=8,1,20,3
74,74,Ockam,No office location,"Software Development,Security,Cloud Services",https://www.ockam.io/,"rust,open-source,typescript,cryptography,hashicorp-vault,encryption,elixir,oauth-2.0,saas,terraform,amazon-web-services,kubernetes",11.0,50.0,2017.0,Private,101.0,https://stackoverflow.com/jobs/companies/ockam?c=ONu3yZVa9foQBb68&pg=8,3,12,1
75,75,Picnic,Paris;Amsterdam;Düsseldorf,"E-Commerce,Logistics and Supply Chain,Information Technology",https://picnic.app/careers/,"swift,java-17,dagger-2,reactjs,terraform,java,postgresql,spring-mvc,typescript,docker,rxjs,spring,kotlin,rabbitmq,travis-ci,kubernetes,spring-boot,rest,mongodb,kops,stripe-payments,react-native,angularjs,snowplow,etl,amazon-web-services,python,snowflake-sql",5000.0,10000.0,2015.0,Private,467.0,https://stackoverflow.com/jobs/companies/picnic?c=mvUJNSg2ZCkHfGvu&pg=8,3,28,3
76,76,Catawiki,Amsterdam,eCommerce,http://www.catawiki.com,"elasticsearch,ruby-on-rails,xml,reactjs,css3,rspec,redis,apache,android,typescript,javascript,mysql,rails,jquery,tdd,git,haml,json,html5,ruby,sass,ios,automated-tests,testing,microservices,nginx,python,go,continious-integration",501.0,1000.0,2008.0,VC Funded,159.0,https://stackoverflow.com/jobs/companies/catawiki?c=gtoApgik3V46wogw&pg=8,1,29,1
77,77,Global Industrial,Port Washington;North Las Vegas;Robbinsville Township,"B2B Sales,eCommerce,Information Technology",https://www.globalindustrial.com/,"jms,jakarta-ee,powerbi,microsoft-cognitive,jquery,oracle,spring,reactjs,next.js,activemq,maven,git,amazon-web-services,nosql,java,sql-server,python,css",1000.0,5000.0,1949.0,Public,28.0,https://stackoverflow.com/jobs/companies/global-industrial?c=OQpmYaDSuq07PvtC&pg=8,3,18,3
78,78,ASML,Pudong Xinqu;Shenzhen;East District,"Hardware Development,Semiconductors,Software Development / Engineering",https://www.asml.com/en/careers/technical-fields/computer-science-jobs-software-engineering,"c#,java-ee,delphi,c++,maven,jenkins,linux,agile,oop,scrum,unix,java,c,python,jboss",10000.0,,1984.0,Public,257.0,https://stackoverflow.com/jobs/companies/asml?c=o64OkE4bEEMwDUXe&pg=8,3,15,3
79,79,mBank S.A.,Warsaw;Łódź,"Banking,Financial Services,Financial Technology",https://www.itwmbanku.pl/,"swift,angular,sd-wan,azure,react,java,cisco,hadoop,ansible,apache,android,f5,javascript,jira,oracle,jenkins,kubernetes,informatica-powercenter,powerbi,net,splunk,.net-core,apache-kafka,spark,c#,ferryt,confluence,testlink,nsx-t,microsoft,teamcity,vmware,amazon-web-services,mssql",5000.0,10000.0,1986.0,Public,69.0,https://stackoverflow.com/jobs/companies/mbank-sa?c=OO4jQqRHOGjU2Qne&pg=8,3,34,2
80,80,WirelessCar ,Göteborg,Automotive,http://www.wirelesscar.com,"infrastructure-as-code,cloudformation,datadog,azure,java,serverless,github-actions,terraform,github,argocd,amazon-web-services,python,kubernetes,cicd",501.0,1000.0,1999.0,Private,35.0,https://stackoverflow.com/jobs/companies/wirelesscar?c=OQjkfVOMSvQCfTB6&pg=9,1,14,1
81,81,atma.io ,Graz;Zagreb,"SaaS,Cloud-Based Solutions,Information Technology",https://www.atma.io/,"c#,node.js,azure-cosmosdb,redis,angular,api,python,unit-testing,typescript,azure,microservices,.net,azureservicebus,asp.net-core,azure-devops,mongodb,azure-queues",51.0,200.0,2019.0,Public,99.0,https://stackoverflow.com/jobs/companies/atmaio?c=OxiN7j88ETWjfL8s&pg=9,3,17,2
82,82,TELUS Future Friendly Technology Services,Toronto;Vancouver;Calgary,"Broadcast,Smart Home,Telecommunications",https://ca.linkedin.com/company/telus-future-friendly-technology-services,"swift,.netcore,android,gke,kubernetes-helm,ocp,javascript,gcp,.net,docker,vue.js,node,reactjs,aws,terraform",10000.0,,,Public,100.0,https://stackoverflow.com/jobs/companies/telus-future-friendly-technology-services?c=OMNKzk9wRUkhzTWw&pg=9,3,15,3
83,83,Highspot,London;München;Vancouver,Information Technology,https://www.highspot.com/,"node.js,ruby,jquery-ui,redux,snowflake-cloud-data-plat,javascript,jquery,kafka,reactjs,clojure,amazon-web-services,postgresql,kubernetes,mongodb",1000.0,5000.0,2012.0,Private,79.0,https://stackoverflow.com/jobs/companies/highspot?c=OJiaSIugRiNWTUhW&pg=9,1,14,3
